frequency_GHz,baseline_real,baseline_imag,baseline_magnitude_dB,baseline_phase_deg,selected_real,selected_imag,selected_magnitude_dB,selected_phase_deg
5.907500000000001,0.9993199240475464,0.03687396644798246,3.857309866213148e-15,2.1132017189896772,0.9911206407849967,-0.1329656926050316,-7.7146197324263e-15,-7.6410021565346256
5.90875,0.999316493358488,0.03696682433879111,0.0,2.1185257140771885,0.9922768826992053,-0.12404268644602423,-3.857309866213149e-15,-7.125475502606351
5.91,0.9993130177791307,0.037060659696853314,-3.857309866213149e-15,2.1239057707131512,0.9932384673080832,-0.11609197672315655,0.0,-6.666612591852552
5.911250000000001,0.9993094964272621,0.03715548883130708,5.785964799319721e-15,2.129342824620409,0.9940457572627186,-0.10896344555853321,-3.857309866213149e-15,-6.255566207006367
5.9125000000000005,0.9993059283979223,0.037251328416118216,-4.821637332766436e-15,2.134837832461889,0.9947292688850956,-0.1025362454126487,-9.643274665532871e-16,-5.885237582009296
5.91375,0.9993023127626931,0.037348195500338625,-4.821637332766436e-15,2.1403917724296324,0.9953124055399073,-0.09671202292561304,5.785964799319721e-15,-5.549865294112421
5.915,0.9992986485689335,0.03744610751871196,-9.643274665532871e-16,2.1460056448538434,0.9958133478376937,-0.09140993528213064,-4.821637332766436e-15,-5.244724821659353
5.916250000000001,0.9992949348390028,0.03754508230264125,-4.821637332766436e-15,2.1516804728326893,0.9962463846639168,-0.08656293111993293,-3.857309866213149e-15,-4.965905538079252
5.9175,0.9992911705694534,0.03764513809153385,-3.857309866213149e-15,2.1574173028837884,0.9966228659638947,-0.08211493797058272,0.0,-4.710142836646458
5.91875,0.9992873547301837,0.03774629354453693,-6.7502922658730125e-15,2.1632172056181513,0.9969518950343553,-0.07801870921393511,3.857309866213148e-15,-4.474690127289036
5.92,0.9992834862635682,0.03784856775268044,0.0,2.169081276437512,0.9972408384539898,-0.07423415736426539,-3.857309866213149e-15,-4.257220086031808
5.921250000000001,0.9992795640835421,0.03795198025144483,0.0,2.1750106362560926,0.9974957064225689,-0.07072705047249811,-3.857309866213149e-15,-4.055747649318272
5.9225,0.9992755870746637,0.03805655103376945,-1.9286549331065743e-15,2.1810064322476537,0.9977214397313277,-0.0674679827803226,-3.857309866213149e-15,-3.8685693683020976
5.92375,0.9992715540911288,0.038162300563520254,0.0,2.1870698386189686,0.997922128603063,-0.0644315547253906,-3.857309866213149e-15,-3.694215209222495
5.925000000000001,0.9992674639557494,0.038269249789437174,5.785964799319721e-15,2.1932020574108426,0.9981011812309837,-0.06159571434210589,-2.892982399659862e-15,-3.5314099201153066
5.9262500000000005,0.9992633154588909,0.03837742015957914,-9.643274665532871e-16,2.1994043193277366,0.9982614547729703,-0.05894122423698312,5.785964799319721e-15,-3.3790418208457895
5.9275,0.9992591073573722,0.03848683363628889,-9.643274665532871e-16,2.205677884597247,0.9984053580374267,-0.05645122710941461,3.857309866213148e-15,-3.2361374048101794
5.92875,0.9992548383733095,0.03859751271169876,-5.785964799319725e-15,2.2120240438606946,0.9985349326222018,-0.05411088922919072,-4.821637332766436e-15,-3.1018405283263397
5.930000000000001,0.999250507192925,0.03870948042380196,-6.7502922658730125e-15,2.2184441190961897,0.9986519175076265,-0.05190710604858977,-4.821637332766436e-15,-2.975395249603491
5.93125,0.9992461124652985,0.038822760373111324,0.0,2.2249394645754723,0.9987578008384809,-0.04982825768858829,-4.821637332766436e-15,-2.8561315921023227
5.9325,0.9992416528010692,0.038937376739931605,0.0,2.231511467856013,0.9988538617093867,-0.04786400472427595,0.0,-2.743453667169068
5.933750000000001,0.9992371267710894,0.03905335430227378,5.785964799319721e-15,2.238161550809992,0.9989412040926309,-0.04600511673677843,-9.643274665532871e-16,-2.636829712232432
5.9350000000000005,0.9992325329050112,0.039170718454435684,3.857309866213148e-15,2.2448911706916044,0.9990207845471326,-0.044243327664537216,0.0,-2.5357836936969558
5.93625,0.9992278696898242,0.03928949522628077,1.928654933106574e-15,2.2517018212444633,0.9990934349734425,-0.04257121319587544,3.857309866213148e-15,-2.4398881952147926
5.9375,0.9992231355683249,0.039409711303246095,0.0,2.2585950338509293,0.9991598813981196,-0.04098208638535451,5.785964799319721e-15,-2.348758367566305
5.938750000000001,0.9992183289375212,0.03953139404710875,0.0,2.2655723787250355,0.9992207595570938,-0.03946990841317752,0.0,-2.2620467598116383
5.94,0.9992134481469711,0.03965457151754897,0.0,2.2726354661511983,0.9992766278841989,-0.03802921198742207,0.0,-2.179438885540797
5.94125,0.9992084914970468,0.039779272494540906,-4.821637332766436e-15,2.279785947770507,0.9993279783852383,-0.03665503534947214,-6.7502922658730125e-15,-2.1006494051145204
5.942500000000001,0.9992034572371279,0.03990552650161378,-9.643274665532871e-16,2.28702551791704,0.9993752457804489,-0.03534286521021129,-9.643274665532871e-16,-2.025418826334773
5.9437500000000005,0.9991983435637052,0.0400333638300177,-4.821637332766436e-15,2.294355915006201,0.9994188152221443,-0.034088587239216206,0.0,-1.9535106432523457
5.945,0.9991931486184161,0.04016281556383944,-3.857309866213149e-15,2.3017789229776398,0.9994590288347148,-0.03288844296662306,0.0,-1.8847088467163555
5.94625,0.9991878704859778,0.04029391360611035,-9.643274665532871e-16,2.309296372795234,0.9994961912770421,-0.031738992149821905,0.0,-1.8188157515242942
5.947500000000001,0.9991825071920366,0.040426690705952506,-3.857309866213149e-15,2.316910144006743,0.9995305744900848,-0.030637079813846658,-4.821637332766436e-15,-1.7556500941839588
5.94875,0.9991770567009209,0.0405611804868116,-3.857309866213149e-15,2.3246221663659425,0.999562421762618,-0.02957980730244802,-9.643274665532871e-16,-1.6950453627743916
5.95,0.9991715169132867,0.04069741747582854,0.0,2.332434421520236,0.9995919512242447,-0.028564506782146594,0.0,-1.6368483265321276
5.95125,0.9991658856636582,0.04083543713440233,0.0,2.340348944766754,0.9996193588556217,-0.027588718728417196,0.0,-1.5809177378480543
5.952500000000001,0.9991601607178593,0.04097527589000126,0.0,2.3483678268802204,0.9996448210902871,-0.026650171995074426,-3.857309866213149e-15,-1.5271231835460828
5.95375,0.9991543397703202,0.04111697116928402,0.0,2.3564932160161547,0.9996684970698855,-0.025746766127739084,0.0,-1.4753440657932928
5.955,0.9991484204412613,0.041260561432591596,0.0,2.3647273196928826,0.9996905306042861,-0.024876555632207944,5.785964799319721e-15,-1.4254686958938667
5.956250000000001,0.9991424002737448,0.04140608620987816,0.0,2.3730724068563,0.9997110518796831,-0.024037735950308163,-3.857309866213149e-15,-1.3773934866445812
5.9575000000000005,0.9991362767305866,0.04155358613815013,0.0,2.3815308100313635,0.9997301789508366,-0.023228630930983454,-1.9286549331065743e-15,-1.3310222309708695
5.95875,0.9991300471911198,0.04170310300049076,-5.785964799319725e-15,2.3901049275647646,0.999748019047879,-0.022447681613944108,-2.892982399659862e-15,-1.2862654562788773
5.96,0.9991237089478081,0.041854679766745465,5.785964799319721e-15,2.3987972259630985,0.9997646697234369,-0.021693436168294618,3.857309866213148e-15,-1.2430398454131295
5.961250000000001,0.9991172592026822,0.04200836063595158,0.0,2.4076102423313928,0.9997802198618239,-0.020964540849789274,-2.892982399659862e-15,-1.2012677163402785
5.9625,0.9991106950636236,0.042164191080604554,-4.821637332766436e-15,2.4165465869172063,0.9997947505688475,-0.02025973185842988,-2.892982399659862e-15,-1.1608765537256875
5.96375,0.9991040135404472,0.04232221789284803,-9.643274665532871e-16,2.4256089457654255,0.9998083359579736,-0.019577827993598126,-3.857309866213149e-15,-1.1217985864658626
